X,Y,Z,formation
590888.7692386436,7013161.506601246,982.6776715006516,sill_diabasio
590932.0188000271,7013136.801255546,982.3846905734086,sill_diabasio
590963.8029866986,7013098.088159023,980.1645462518132,sill_diabasio
590995.5871733701,7013059.3750625,982.1734659876926,sill_diabasio
591027.3713600416,7013020.661965977,983.278882371786,sill_diabasio
591059.155546713,7012981.948869455,980.4843783553754,sill_diabasio
591090.9397333845,7012943.235772932,976.87386345968,sill_diabasio
591121.2260276332,7012903.6166315805,972.0498750808248,sill_diabasio
591140.7581563862,7012857.49251304,967.2173114742112,sill_diabasio
591160.2902851391,7012811.3683945,964.1369851063852,sill_diabasio
591179.8224138921,7012765.244275959,960.74942045559,sill_diabasio
591199.3545426452,7012719.120157419,960.0,sill_diabasio
591218.8866713982,7012672.996038879,960.0,sill_diabasio
591238.4188001512,7012626.871920339,958.6575131938964,sill_diabasio
591257.9509289042,7012580.747801798,957.6289527849372,sill_diabasio
591277.4830576573,7012534.623683258,957.6155093585412,sill_diabasio
591297.0151864102,7012488.4995647175,957.5763596301437,sill_diabasio
591316.5473151632,7012442.375446177,956.5831031222824,sill_diabasio
591336.0794439162,7012396.251327638,956.0430228326344,sill_diabasio
591355.6115726692,7012350.127209097,954.4942356302894,sill_diabasio
591375.1437014223,7012304.003090557,953.3687598635156,sill_diabasio
591394.6758301753,7012257.878972016,951.8611512996064,sill_diabasio
591414.2079589283,7012211.754853476,950.2675332764512,sill_diabasio
591433.7400876812,7012165.630734935,950.0,sill_diabasio
591453.2722164342,7012119.506616396,950.0,sill_diabasio
591472.8043451873,7012073.382497855,950.0,sill_diabasio
591492.3364739403,7012027.258379315,950.0,sill_diabasio
591511.8686026933,7011981.134260775,950.0,sill_diabasio
591531.4007314463,7011935.010142234,950.0,sill_diabasio
591550.9328601994,7011888.886023694,949.4465260948052,sill_diabasio
591570.3191131989,7011842.705272411,942.2615500150838,sill_diabasio
591587.0259616236,7011795.484306936,933.6094125330044,sill_diabasio
591603.7328100484,7011748.26334146,925.6402439001096,sill_diabasio
591620.4396584731,7011701.042375985,919.8884022279784,sill_diabasio
591637.1465068979,7011653.821410509,916.3283815035712,sill_diabasio
591653.8533553227,7011606.600445033,913.3571914412676,sill_diabasio
591670.5602037475,7011559.379479557,910.7424965270018,sill_diabasio
